suicides/100k pop,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,sex_female,sex_male,age_15-24 years,age_25-34 years,age_35-54 years,age_5-14 years,age_55-74 years,age_75+ years
1.88,4.931,9.447000000000001,0.858,51.46,0.835,-0.154,0.8190000000000001,0,1,0,1,0,0,0,0
1.59,4.931,9.447000000000001,0.858,51.46,0.835,-0.154,0.8190000000000001,0,1,0,0,1,0,0,0
1.49,4.931,9.447000000000001,0.858,51.46,0.835,-0.154,0.8190000000000001,0,1,1,0,0,0,0,0
1.31,4.931,9.447000000000001,0.858,51.46,0.835,-0.154,0.8190000000000001,0,1,0,0,0,0,1,0
0.76,4.931,9.447000000000001,0.858,51.46,0.835,-0.154,0.8190000000000001,0,1,0,0,0,0,0,1
0.74,4.931,9.447000000000001,0.858,51.46,0.835,-0.154,0.8190000000000001,1,0,0,0,0,0,0,1
0.67,4.931,9.447000000000001,0.858,51.46,0.835,-0.154,0.8190000000000001,1,0,1,0,0,0,0,0
0.33,4.931,9.447000000000001,0.858,51.46,0.835,-0.154,0.8190000000000001,1,0,0,1,0,0,0,0
0.26,4.931,9.447000000000001,0.858,51.46,0.835,-0.154,0.8190000000000001,1,0,0,0,0,0,1,0
0.22,4.931,9.447000000000001,0.858,51.46,0.835,-0.154,0.8190000000000001,1,0,0,0,1,0,0,0
0.04,4.931,9.447000000000001,0.858,51.46,0.835,-0.154,0.8190000000000001,1,0,0,0,0,1,0,0
0.02,4.931,9.447000000000001,0.858,51.46,0.835,-0.154,0.8190000000000001,0,1,0,0,0,1,0,0
2.94,5.1339999999999995,9.453,0.907,52.42,0.59,-0.163,0.838,0,1,0,0,0,0,0,1
2.69,5.1339999999999995,9.453,0.907,52.42,0.59,-0.163,0.838,0,1,0,1,0,0,0,0
2.07,5.1339999999999995,9.453,0.907,52.42,0.59,-0.163,0.838,0,1,1,0,0,0,0,0
1.59,5.1339999999999995,9.453,0.907,52.42,0.59,-0.163,0.838,0,1,0,0,0,0,1,0
1.57,5.1339999999999995,9.453,0.907,52.42,0.59,-0.163,0.838,0,1,0,0,1,0,0,0
0.94,5.1339999999999995,9.453,0.907,52.42,0.59,-0.163,0.838,1,0,1,0,0,0,0,0
0.46,5.1339999999999995,9.453,0.907,52.42,0.59,-0.163,0.838,1,0,0,0,0,0,1,0
0.43,5.1339999999999995,9.453,0.907,52.42,0.59,-0.163,0.838,1,0,0,0,1,0,0,0
0.42,5.1339999999999995,9.453,0.907,52.42,0.59,-0.163,0.838,1,0,0,1,0,0,0,0
0.18,5.1339999999999995,9.453,0.907,52.42,0.59,-0.163,0.838,1,0,0,0,0,0,0,1
0.14,5.1339999999999995,9.453,0.907,52.42,0.59,-0.163,0.838,1,0,0,0,0,1,0,0
0.13,5.1339999999999995,9.453,0.907,52.42,0.59,-0.163,0.838,0,1,0,0,0,1,0,0
3.38,3.661,9.461,0.8390000000000001,53.38,0.7140000000000001,-0.077,0.8,0,1,0,1,0,0,0,0
2.3,3.661,9.461,0.8390000000000001,53.38,0.7140000000000001,-0.077,0.8,0,1,1,0,0,0,0,0
2.22,3.661,9.461,0.8390000000000001,53.38,0.7140000000000001,-0.077,0.8,0,1,0,0,1,0,0,0
1.94,3.661,9.461,0.8390000000000001,53.38,0.7140000000000001,-0.077,0.8,0,1,0,0,0,0,1,0
1.79,3.661,9.461,0.8390000000000001,53.38,0.7140000000000001,-0.077,0.8,0,1,0,0,0,0,0,1
0.69,3.661,9.461,0.8390000000000001,53.38,0.7140000000000001,-0.077,0.8,1,0,0,0,0,0,0,1
0.69,3.661,9.461,0.8390000000000001,53.38,0.7140000000000001,-0.077,0.8,1,0,0,1,0,0,0,0
0.63,3.661,9.461,0.8390000000000001,53.38,0.7140000000000001,-0.077,0.8,1,0,1,0,0,0,0,0
0.51,3.661,9.461,0.8390000000000001,53.38,0.7140000000000001,-0.077,0.8,1,0,0,0,0,0,1,0
0.47,3.661,9.461,0.8390000000000001,53.38,0.7140000000000001,-0.077,0.8,1,0,0,0,1,0,0,0
0.15,3.661,9.461,0.8390000000000001,53.38,0.7140000000000001,-0.077,0.8,1,0,0,0,0,1,0,0
0.13,3.661,9.461,0.8390000000000001,53.38,0.7140000000000001,-0.077,0.8,0,1,0,0,0,1,0,0
3.13,4.828,9.464,0.8809999999999999,54.34,0.794,-0.11699999999999999,0.82,0,1,0,1,0,0,0,0
2.82,4.828,9.464,0.8809999999999999,54.34,0.794,-0.11699999999999999,0.82,0,1,0,0,0,0,0,1
2.43,4.828,9.464,0.8809999999999999,54.34,0.794,-0.11699999999999999,0.82,0,1,1,0,0,0,0,0
2.15,4.828,9.464,0.8809999999999999,54.34,0.794,-0.11699999999999999,0.82,0,1,0,0,1,0,0,0
1.7,4.828,9.464,0.8809999999999999,54.34,0.794,-0.11699999999999999,0.82,0,1,0,0,0,0,1,0
0.98,4.828,9.464,0.8809999999999999,54.34,0.794,-0.11699999999999999,0.82,1,0,1,0,0,0,0,0
0.67,4.828,9.464,0.8809999999999999,54.34,0.794,-0.11699999999999999,0.82,1,0,0,1,0,0,0,0
0.37,4.828,9.464,0.8809999999999999,54.34,0.794,-0.11699999999999999,0.82,1,0,0,0,1,0,0,0
0.36,4.828,9.464,0.8809999999999999,54.34,0.794,-0.11699999999999999,0.82,1,0,0,0,0,0,1,0
0.33,4.828,9.464,0.8809999999999999,54.34,0.794,-0.11699999999999999,0.82,1,0,0,0,0,0,0,1
0.08,4.828,9.464,0.8809999999999999,54.34,0.794,-0.11699999999999999,0.82,0,1,0,0,0,1,0,0
0.06,4.828,9.464,0.8809999999999999,54.34,0.794,-0.11699999999999999,0.82,1,0,0,0,0,1,0,0
2.8,4.887,9.46,0.898,55.3,0.862,-0.127,0.853,0,1,0,0,0,0,0,1
2.52,4.887,9.46,0.898,55.3,0.862,-0.127,0.853,0,1,0,1,0,0,0,0
1.73,4.887,9.46,0.898,55.3,0.862,-0.127,0.853,0,1,1,0,0,0,0,0
1.69,4.887,9.46,0.898,55.3,0.862,-0.127,0.853,0,1,0,0,0,0,1,0
1.66,4.887,9.46,0.898,55.3,0.862,-0.127,0.853,0,1,0,0,1,0,0,0
0.67,4.887,9.46,0.898,55.3,0.862,-0.127,0.853,1,0,1,0,0,0,0,0
0.56,4.887,9.46,0.898,55.3,0.862,-0.127,0.853,1,0,0,1,0,0,0,0
0.41,4.887,9.46,0.898,55.3,0.862,-0.127,0.853,1,0,0,0,1,0,0,0
0.32,4.887,9.46,0.898,55.3,0.862,-0.127,0.853,1,0,0,0,0,0,0,1
0.32,4.887,9.46,0.898,55.3,0.862,-0.127,0.853,1,0,0,0,0,0,1,0
0.21,4.887,9.46,0.898,55.3,0.862,-0.127,0.853,0,1,0,0,0,1,0,0
0.11,4.887,9.46,0.898,55.3,0.862,-0.127,0.853,1,0,0,0,0,1,0,0
37.62,6.995,10.587,0.9570000000000001,72.06,0.782,-0.09300000000000001,0.784,0,1,0,0,0,0,0,1
15.57,6.995,10.587,0.9570000000000001,72.06,0.782,-0.09300000000000001,0.784,0,1,0,0,0,0,1,0
12.49,6.995,10.587,0.9570000000000001,72.06,0.782,-0.09300000000000001,0.784,0,1,0,0,1,0,0,0
8.38,6.995,10.587,0.9570000000000001,72.06,0.782,-0.09300000000000001,0.784,0,1,0,1,0,0,0,0
6.45,6.995,10.587,0.9570000000000001,72.06,0.782,-0.09300000000000001,0.784,1,0,0,0,0,0,0,1
5.51,6.995,10.587,0.9570000000000001,72.06,0.782,-0.09300000000000001,0.784,1,0,0,0,0,0,1,0
4.37,6.995,10.587,0.9570000000000001,72.06,0.782,-0.09300000000000001,0.784,0,1,1,0,0,0,0,0
4.16,6.995,10.587,0.9570000000000001,72.06,0.782,-0.09300000000000001,0.784,1,0,0,0,1,0,0,0
2.63,6.995,10.587,0.9570000000000001,72.06,0.782,-0.09300000000000001,0.784,1,0,0,1,0,0,0,0
1.21,6.995,10.587,0.9570000000000001,72.06,0.782,-0.09300000000000001,0.784,1,0,1,0,0,0,0,0
0.32,6.995,10.587,0.9570000000000001,72.06,0.782,-0.09300000000000001,0.784,0,1,0,0,0,1,0,0
0.24,6.995,10.587,0.9570000000000001,72.06,0.782,-0.09300000000000001,0.784,1,0,0,0,0,1,0,0
32.92,7.294,10.579,0.948,72.34,0.8340000000000001,-0.15,0.6829999999999999,0,1,0,0,0,0,0,1
17.02,7.294,10.579,0.948,72.34,0.8340000000000001,-0.15,0.6829999999999999,0,1,0,0,0,0,1,0
14.02,7.294,10.579,0.948,72.34,0.8340000000000001,-0.15,0.6829999999999999,0,1,0,0,1,0,0,0
9.55,7.294,10.579,0.948,72.34,0.8340000000000001,-0.15,0.6829999999999999,0,1,0,1,0,0,0,0
6.62,7.294,10.579,0.948,72.34,0.8340000000000001,-0.15,0.6829999999999999,1,0,0,0,0,0,0,1
5.43,7.294,10.579,0.948,72.34,0.8340000000000001,-0.15,0.6829999999999999,1,0,0,0,0,0,1,0
5.35,7.294,10.579,0.948,72.34,0.8340000000000001,-0.15,0.6829999999999999,0,1,1,0,0,0,0,0
3.85,7.294,10.579,0.948,72.34,0.8340000000000001,-0.15,0.6829999999999999,1,0,0,0,1,0,0,0
2.35,7.294,10.579,0.948,72.34,0.8340000000000001,-0.15,0.6829999999999999,1,0,0,1,0,0,0,0
1.22,7.294,10.579,0.948,72.34,0.8340000000000001,-0.15,0.6829999999999999,1,0,1,0,0,0,0,0
0.1,7.294,10.579,0.948,72.34,0.8340000000000001,-0.15,0.6829999999999999,1,0,0,0,0,1,0,0
0.09,7.294,10.579,0.948,72.34,0.8340000000000001,-0.15,0.6829999999999999,0,1,0,0,0,1,0,0
34.14,6.199,10.532,0.929,72.62,0.7490000000000001,-0.127,0.7979999999999999,0,1,0,0,0,0,0,1
17.14,6.199,10.532,0.929,72.62,0.7490000000000001,-0.127,0.7979999999999999,0,1,0,0,0,0,1,0
13.35,6.199,10.532,0.929,72.62,0.7490000000000001,-0.127,0.7979999999999999,0,1,0,0,1,0,0,0
8.86,6.199,10.532,0.929,72.62,0.7490000000000001,-0.127,0.7979999999999999,0,1,0,1,0,0,0,0
6.25,6.199,10.532,0.929,72.62,0.7490000000000001,-0.127,0.7979999999999999,1,0,0,0,0,0,0,1
5.5,6.199,10.532,0.929,72.62,0.7490000000000001,-0.127,0.7979999999999999,0,1,1,0,0,0,0,0
4.94,6.199,10.532,0.929,72.62,0.7490000000000001,-0.127,0.7979999999999999,1,0,0,0,0,0,1,0
3.96,6.199,10.532,0.929,72.62,0.7490000000000001,-0.127,0.7979999999999999,1,0,0,0,1,0,0,0
2.19,6.199,10.532,0.929,72.62,0.7490000000000001,-0.127,0.7979999999999999,1,0,0,1,0,0,0,0
1.33,6.199,10.532,0.929,72.62,0.7490000000000001,-0.127,0.7979999999999999,1,0,1,0,0,0,0,0
0.31,6.199,10.532,0.929,72.62,0.7490000000000001,-0.127,0.7979999999999999,0,1,0,0,0,1,0,0
0.05,6.199,10.532,0.929,72.62,0.7490000000000001,-0.127,0.7979999999999999,1,0,0,0,0,1,0,0
31.4,6.188,10.529000000000002,0.95,72.9,0.7959999999999999,-0.138,0.84,0,1,0,0,0,0,0,1
15.06,6.188,10.529000000000002,0.95,72.9,0.7959999999999999,-0.138,0.84,0,1,0,0,0,0,1,0
13.53,6.188,10.529000000000002,0.95,72.9,0.7959999999999999,-0.138,0.84,0,1,0,0,1,0,0,0
7.28,6.188,10.529000000000002,0.95,72.9,0.7959999999999999,-0.138,0.84,0,1,0,1,0,0,0,0
4.92,6.188,10.529000000000002,0.95,72.9,0.7959999999999999,-0.138,0.84,1,0,0,0,0,0,0,1
4.45,6.188,10.529000000000002,0.95,72.9,0.7959999999999999,-0.138,0.84,1,0,0,0,0,0,1,0
4.03,6.188,10.529000000000002,0.95,72.9,0.7959999999999999,-0.138,0.84,0,1,1,0,0,0,0,0
4.0,6.188,10.529000000000002,0.95,72.9,0.7959999999999999,-0.138,0.84,1,0,0,0,1,0,0,0
1.66,6.188,10.529000000000002,0.95,72.9,0.7959999999999999,-0.138,0.84,1,0,0,1,0,0,0,0
0.98,6.188,10.529000000000002,0.95,72.9,0.7959999999999999,-0.138,0.84,1,0,1,0,0,0,0,0
0.13,6.188,10.529000000000002,0.95,72.9,0.7959999999999999,-0.138,0.84,0,1,0,0,0,1,0,0
0.0,6.188,10.529000000000002,0.95,72.9,0.7959999999999999,-0.138,0.84,1,0,0,0,0,1,0,0
32.37,6.518,10.517999999999999,0.9440000000000001,73.02,0.8190000000000001,-0.122,0.846,0,1,0,0,0,0,0,1
14.08,6.518,10.517999999999999,0.9440000000000001,73.02,0.8190000000000001,-0.122,0.846,0,1,0,0,0,0,1,0
12.97,6.518,10.517999999999999,0.9440000000000001,73.02,0.8190000000000001,-0.122,0.846,0,1,0,0,1,0,0,0
7.92,6.518,10.517999999999999,0.9440000000000001,73.02,0.8190000000000001,-0.122,0.846,0,1,0,1,0,0,0,0
5.36,6.518,10.517999999999999,0.9440000000000001,73.02,0.8190000000000001,-0.122,0.846,1,0,0,0,0,0,0,1
4.88,6.518,10.517999999999999,0.9440000000000001,73.02,0.8190000000000001,-0.122,0.846,1,0,0,0,0,0,1,0
4.07,6.518,10.517999999999999,0.9440000000000001,73.02,0.8190000000000001,-0.122,0.846,1,0,0,0,1,0,0,0
3.89,6.518,10.517999999999999,0.9440000000000001,73.02,0.8190000000000001,-0.122,0.846,0,1,1,0,0,0,0,0
2.04,6.518,10.517999999999999,0.9440000000000001,73.02,0.8190000000000001,-0.122,0.846,1,0,0,1,0,0,0,0
0.92,6.518,10.517999999999999,0.9440000000000001,73.02,0.8190000000000001,-0.122,0.846,1,0,1,0,0,0,0,0
0.05,6.518,10.517999999999999,0.9440000000000001,73.02,0.8190000000000001,-0.122,0.846,1,0,0,0,0,1,0,0
0.04,6.518,10.517999999999999,0.9440000000000001,73.02,0.8190000000000001,-0.122,0.846,0,1,0,0,0,1,0,0
34.5,6.291,10.487,0.937,73.14,0.755,-0.059000000000000004,0.8440000000000001,0,1,0,0,0,0,0,1
15.76,6.291,10.487,0.937,73.14,0.755,-0.059000000000000004,0.8440000000000001,0,1,0,0,0,0,1,0
13.49,6.291,10.487,0.937,73.14,0.755,-0.059000000000000004,0.8440000000000001,0,1,0,0,1,0,0,0
9.27,6.291,10.487,0.937,73.14,0.755,-0.059000000000000004,0.8440000000000001,0,1,0,1,0,0,0,0
5.53,6.291,10.487,0.937,73.14,0.755,-0.059000000000000004,0.8440000000000001,1,0,0,0,0,0,0,1
5.04,6.291,10.487,0.937,73.14,0.755,-0.059000000000000004,0.8440000000000001,0,1,1,0,0,0,0,0
4.82,6.291,10.487,0.937,73.14,0.755,-0.059000000000000004,0.8440000000000001,1,0,0,0,0,0,1,0
4.55,6.291,10.487,0.937,73.14,0.755,-0.059000000000000004,0.8440000000000001,1,0,0,0,1,0,0,0
2.22,6.291,10.487,0.937,73.14,0.755,-0.059000000000000004,0.8440000000000001,1,0,0,1,0,0,0,0
1.49,6.291,10.487,0.937,73.14,0.755,-0.059000000000000004,0.8440000000000001,1,0,1,0,0,0,0,0
0.17,6.291,10.487,0.937,73.14,0.755,-0.059000000000000004,0.8440000000000001,0,1,0,0,0,1,0,0
0.04,6.291,10.487,0.937,73.14,0.755,-0.059000000000000004,0.8440000000000001,1,0,0,0,0,1,0,0
31.61,6.15,10.475999999999999,0.929,73.26,0.759,-0.10099999999999999,0.9159999999999999,0,1,0,0,0,0,0,1
17.99,6.15,10.475999999999999,0.929,73.26,0.759,-0.10099999999999999,0.9159999999999999,0,1,0,0,0,0,1,0
15.55,6.15,10.475999999999999,0.929,73.26,0.759,-0.10099999999999999,0.9159999999999999,0,1,0,0,1,0,0,0
8.07,6.15,10.475999999999999,0.929,73.26,0.759,-0.10099999999999999,0.9159999999999999,0,1,0,1,0,0,0,0
6.63,6.15,10.475999999999999,0.929,73.26,0.759,-0.10099999999999999,0.9159999999999999,1,0,0,0,0,0,0,1
5.88,6.15,10.475999999999999,0.929,73.26,0.759,-0.10099999999999999,0.9159999999999999,1,0,0,0,0,0,1,0
5.62,6.15,10.475999999999999,0.929,73.26,0.759,-0.10099999999999999,0.9159999999999999,0,1,1,0,0,0,0,0
5.08,6.15,10.475999999999999,0.929,73.26,0.759,-0.10099999999999999,0.9159999999999999,1,0,0,0,1,0,0,0
2.49,6.15,10.475999999999999,0.929,73.26,0.759,-0.10099999999999999,0.9159999999999999,1,0,0,1,0,0,0,0
2.02,6.15,10.475999999999999,0.929,73.26,0.759,-0.10099999999999999,0.9159999999999999,1,0,1,0,0,0,0,0
0.25,6.15,10.475999999999999,0.929,73.26,0.759,-0.10099999999999999,0.9159999999999999,0,1,0,0,0,1,0,0
0.13,6.15,10.475999999999999,0.929,73.26,0.759,-0.10099999999999999,0.9159999999999999,1,0,0,0,0,1,0,0
34.99,6.456,10.492,0.948,73.38,0.738,-0.027999999999999997,0.8540000000000001,0,1,0,0,0,0,0,1
16.36,6.456,10.492,0.948,73.38,0.738,-0.027999999999999997,0.8540000000000001,0,1,0,0,0,0,1,0
15.68,6.456,10.492,0.948,73.38,0.738,-0.027999999999999997,0.8540000000000001,0,1,0,0,1,0,0,0
8.81,6.456,10.492,0.948,73.38,0.738,-0.027999999999999997,0.8540000000000001,0,1,0,1,0,0,0,0
6.01,6.456,10.492,0.948,73.38,0.738,-0.027999999999999997,0.8540000000000001,1,0,0,0,0,0,0,1
5.92,6.456,10.492,0.948,73.38,0.738,-0.027999999999999997,0.8540000000000001,0,1,1,0,0,0,0,0
5.87,6.456,10.492,0.948,73.38,0.738,-0.027999999999999997,0.8540000000000001,1,0,0,0,0,0,1,0
5.15,6.456,10.492,0.948,73.38,0.738,-0.027999999999999997,0.8540000000000001,1,0,0,0,1,0,0,0
2.86,6.456,10.492,0.948,73.38,0.738,-0.027999999999999997,0.8540000000000001,1,0,0,1,0,0,0,0
2.28,6.456,10.492,0.948,73.38,0.738,-0.027999999999999997,0.8540000000000001,1,0,1,0,0,0,0,0
0.26,6.456,10.492,0.948,73.38,0.738,-0.027999999999999997,0.8540000000000001,1,0,0,0,0,1,0,0
0.16,6.456,10.492,0.948,73.38,0.738,-0.027999999999999997,0.8540000000000001,0,1,0,0,0,1,0,0
33.84,6.381,10.530999999999999,0.956,73.5,0.732,-0.07200000000000001,0.8220000000000001,0,1,0,0,0,0,0,1
15.49,6.381,10.530999999999999,0.956,73.5,0.732,-0.07200000000000001,0.8220000000000001,0,1,0,0,0,0,1,0
13.44,6.381,10.530999999999999,0.956,73.5,0.732,-0.07200000000000001,0.8220000000000001,0,1,0,0,1,0,0,0
8.32,6.381,10.530999999999999,0.956,73.5,0.732,-0.07200000000000001,0.8220000000000001,0,1,0,1,0,0,0,0
6.4,6.381,10.530999999999999,0.956,73.5,0.732,-0.07200000000000001,0.8220000000000001,1,0,0,0,0,0,0,1
5.48,6.381,10.530999999999999,0.956,73.5,0.732,-0.07200000000000001,0.8220000000000001,1,0,0,0,0,0,1,0
4.87,6.381,10.530999999999999,0.956,73.5,0.732,-0.07200000000000001,0.8220000000000001,1,0,0,0,1,0,0,0
4.77,6.381,10.530999999999999,0.956,73.5,0.732,-0.07200000000000001,0.8220000000000001,0,1,1,0,0,0,0,0
2.29,6.381,10.530999999999999,0.956,73.5,0.732,-0.07200000000000001,0.8220000000000001,1,0,0,1,0,0,0,0
2.16,6.381,10.530999999999999,0.956,73.5,0.732,-0.07200000000000001,0.8220000000000001,1,0,1,0,0,0,0,0
0.28,6.381,10.530999999999999,0.956,73.5,0.732,-0.07200000000000001,0.8220000000000001,0,1,0,0,0,1,0,0
0.04,6.381,10.530999999999999,0.956,73.5,0.732,-0.07200000000000001,0.8220000000000001,1,0,0,0,0,1,0,0
93.81,4.345,8.912,0.8640000000000001,65.78,0.7240000000000001,0.062,0.838,0,1,0,0,0,0,0,1
54.63,4.345,8.912,0.8640000000000001,65.78,0.7240000000000001,0.062,0.838,0,1,0,0,0,0,1,0
50.54,4.345,8.912,0.8640000000000001,65.78,0.7240000000000001,0.062,0.838,0,1,0,0,1,0,0,0
37.17,4.345,8.912,0.8640000000000001,65.78,0.7240000000000001,0.062,0.838,0,1,0,1,0,0,0,0
24.92,4.345,8.912,0.8640000000000001,65.78,0.7240000000000001,0.062,0.838,0,1,1,0,0,0,0,0
19.6,4.345,8.912,0.8640000000000001,65.78,0.7240000000000001,0.062,0.838,1,0,1,0,0,0,0,0
18.44,4.345,8.912,0.8640000000000001,65.78,0.7240000000000001,0.062,0.838,1,0,0,0,0,0,0,1
12.17,4.345,8.912,0.8640000000000001,65.78,0.7240000000000001,0.062,0.838,1,0,0,1,0,0,0,0
8.25,4.345,8.912,0.8640000000000001,65.78,0.7240000000000001,0.062,0.838,1,0,0,0,0,0,1,0
7.61,4.345,8.912,0.8640000000000001,65.78,0.7240000000000001,0.062,0.838,1,0,0,0,1,0,0,0
0.91,4.345,8.912,0.8640000000000001,65.78,0.7240000000000001,0.062,0.838,0,1,0,0,0,1,0,0
0.68,4.345,8.912,0.8640000000000001,65.78,0.7240000000000001,0.062,0.838,1,0,0,0,0,1,0,0
187.06,6.269,9.797,0.797,62.24,0.885,-0.077,0.7509999999999999,0,1,0,0,0,0,0,1
59.39,6.269,9.797,0.797,62.24,0.885,-0.077,0.7509999999999999,0,1,0,1,0,0,0,0
52.61,6.269,9.797,0.797,62.24,0.885,-0.077,0.7509999999999999,0,1,0,0,1,0,0,0
44.37,6.269,9.797,0.797,62.24,0.885,-0.077,0.7509999999999999,0,1,0,0,0,0,1,0
34.64,6.269,9.797,0.797,62.24,0.885,-0.077,0.7509999999999999,0,1,1,0,0,0,0,0
25.36,6.269,9.797,0.797,62.24,0.885,-0.077,0.7509999999999999,1,0,0,0,0,0,1,0
19.27,6.269,9.797,0.797,62.24,0.885,-0.077,0.7509999999999999,1,0,1,0,0,0,0,0
15.09,6.269,9.797,0.797,62.24,0.885,-0.077,0.7509999999999999,1,0,0,1,0,0,0,0
10.1,6.269,9.797,0.797,62.24,0.885,-0.077,0.7509999999999999,1,0,0,0,1,0,0,0
6.22,6.269,9.797,0.797,62.24,0.885,-0.077,0.7509999999999999,1,0,0,0,0,1,0,0
0.0,6.269,9.797,0.797,62.24,0.885,-0.077,0.7509999999999999,1,0,0,0,0,0,0,1
0.0,6.269,9.797,0.797,62.24,0.885,-0.077,0.7509999999999999,0,1,0,0,0,1,0,0
32.46,7.2410000000000005,10.806,0.917,71.48,0.91,0.146,0.289,0,1,0,0,0,0,0,1
23.82,7.2410000000000005,10.806,0.917,71.48,0.91,0.146,0.289,0,1,0,0,1,0,0,0
22.5,7.2410000000000005,10.806,0.917,71.48,0.91,0.146,0.289,0,1,0,0,0,0,1,0
17.58,7.2410000000000005,10.806,0.917,71.48,0.91,0.146,0.289,0,1,0,1,0,0,0,0
11.42,7.2410000000000005,10.806,0.917,71.48,0.91,0.146,0.289,0,1,1,0,0,0,0,0
10.66,7.2410000000000005,10.806,0.917,71.48,0.91,0.146,0.289,1,0,0,0,1,0,0,0
9.52,7.2410000000000005,10.806,0.917,71.48,0.91,0.146,0.289,1,0,0,0,0,0,1,0
7.0,7.2410000000000005,10.806,0.917,71.48,0.91,0.146,0.289,1,0,0,0,0,0,0,1
6.1,7.2410000000000005,10.806,0.917,71.48,0.91,0.146,0.289,1,0,1,0,0,0,0,0
4.98,7.2410000000000005,10.806,0.917,71.48,0.91,0.146,0.289,1,0,0,1,0,0,0,0
0.95,7.2410000000000005,10.806,0.917,71.48,0.91,0.146,0.289,0,1,0,0,0,1,0,0
0.4,7.2410000000000005,10.806,0.917,71.48,0.91,0.146,0.289,1,0,0,0,0,1,0,0
34.22,7.516,10.793,0.9229999999999999,71.62,0.912,0.125,0.314,0,1,0,0,0,0,0,1
25.98,7.516,10.793,0.9229999999999999,71.62,0.912,0.125,0.314,0,1,0,0,0,0,1,0
23.2,7.516,10.793,0.9229999999999999,71.62,0.912,0.125,0.314,0,1,0,0,1,0,0,0
16.37,7.516,10.793,0.9229999999999999,71.62,0.912,0.125,0.314,0,1,0,1,0,0,0,0
15.49,7.516,10.793,0.9229999999999999,71.62,0.912,0.125,0.314,0,1,1,0,0,0,0,0
8.69,7.516,10.793,0.9229999999999999,71.62,0.912,0.125,0.314,1,0,0,0,0,0,0,1
8.51,7.516,10.793,0.9229999999999999,71.62,0.912,0.125,0.314,1,0,0,0,0,0,1,0
8.13,7.516,10.793,0.9229999999999999,71.62,0.912,0.125,0.314,1,0,0,0,1,0,0,0
7.48,7.516,10.793,0.9229999999999999,71.62,0.912,0.125,0.314,1,0,0,1,0,0,0,0
6.8,7.516,10.793,0.9229999999999999,71.62,0.912,0.125,0.314,1,0,1,0,0,0,0,0
0.81,7.516,10.793,0.9229999999999999,71.62,0.912,0.125,0.314,1,0,0,0,0,1,0,0
0.0,7.516,10.793,0.9229999999999999,71.62,0.912,0.125,0.314,0,1,0,0,0,1,0,0
34.41,7.266,10.74,0.903,71.76,0.8640000000000001,0.221,0.292,0,1,0,0,0,0,0,1
25.36,7.266,10.74,0.903,71.76,0.8640000000000001,0.221,0.292,0,1,0,0,0,0,1,0
24.71,7.266,10.74,0.903,71.76,0.8640000000000001,0.221,0.292,0,1,0,0,1,0,0,0
18.87,7.266,10.74,0.903,71.76,0.8640000000000001,0.221,0.292,0,1,0,1,0,0,0,0
14.4,7.266,10.74,0.903,71.76,0.8640000000000001,0.221,0.292,0,1,1,0,0,0,0,0
10.84,7.266,10.74,0.903,71.76,0.8640000000000001,0.221,0.292,1,0,0,0,1,0,0,0
10.11,7.266,10.74,0.903,71.76,0.8640000000000001,0.221,0.292,1,0,0,0,0,0,1,0
7.48,7.266,10.74,0.903,71.76,0.8640000000000001,0.221,0.292,1,0,0,0,0,0,0,1
7.16,7.266,10.74,0.903,71.76,0.8640000000000001,0.221,0.292,1,0,1,0,0,0,0,0
5.87,7.266,10.74,0.903,71.76,0.8640000000000001,0.221,0.292,1,0,0,1,0,0,0,0
0.61,7.266,10.74,0.903,71.76,0.8640000000000001,0.221,0.292,1,0,0,0,0,1,0,0
0.58,7.266,10.74,0.903,71.76,0.8640000000000001,0.221,0.292,0,1,0,0,0,1,0,0
31.66,7.496,10.79,0.97,71.9,0.905,0.141,0.253,0,1,0,0,0,0,0,1
25.18,7.496,10.79,0.97,71.9,0.905,0.141,0.253,0,1,0,0,0,0,1,0
21.98,7.496,10.79,0.97,71.9,0.905,0.141,0.253,0,1,0,0,1,0,0,0
17.87,7.496,10.79,0.97,71.9,0.905,0.141,0.253,0,1,0,1,0,0,0,0
13.61,7.496,10.79,0.97,71.9,0.905,0.141,0.253,0,1,1,0,0,0,0,0
9.87,7.496,10.79,0.97,71.9,0.905,0.141,0.253,1,0,0,0,0,0,1,0
8.1,7.496,10.79,0.97,71.9,0.905,0.141,0.253,1,0,0,0,1,0,0,0
7.08,7.496,10.79,0.97,71.9,0.905,0.141,0.253,1,0,0,0,0,0,0,1
5.49,7.496,10.79,0.97,71.9,0.905,0.141,0.253,1,0,0,1,0,0,0,0
5.1,7.496,10.79,0.97,71.9,0.905,0.141,0.253,1,0,1,0,0,0,0,0
0.41,7.496,10.79,0.97,71.9,0.905,0.141,0.253,1,0,0,0,0,1,0,0
0.19,7.496,10.79,0.97,71.9,0.905,0.141,0.253,0,1,0,0,0,1,0,0
26.66,7.382000000000001,10.814,0.9209999999999999,71.98,0.941,0.161,0.26899999999999996,0,1,0,0,0,0,0,1
23.12,7.382000000000001,10.814,0.9209999999999999,71.98,0.941,0.161,0.26899999999999996,0,1,0,0,0,0,1,0
20.59,7.382000000000001,10.814,0.9209999999999999,71.98,0.941,0.161,0.26899999999999996,0,1,0,0,1,0,0,0
